,fandom,other_fandom,name,circle_code,event,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,sampleworks_images,substring
296,JJK,"HSR, BSD, SOUTH PARK, EVANGELION, PJSK, REGRETEVATOR, EVADE, MADOMAGI, NSO, MURDER DRONE, PRESSURE, KINITOPET, BLACK BUTLER, INNOCENT, BG3, FF7, CASTLEVANIA",KWFA,C-41ab,CF18,,https://www.instagram.com/lem0n_003?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://x.com/maple_lumo?t=P5i0crn0Px4lRxirLD2oCw&s=09,https://www.tiktok.com/@re1_.ka?_t=8lvn9Wyhr0C&_r=1,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/36c60061-9472-4bea-9c36-3f4672db6e4a/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/b3c50559-2307-415a-a6ba-3131e46f22f0/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/7f5e9349-fc18-4a59-af3f-c11d7fc1ff14/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/711dd8f6-45d8-4e0f-9352-058507b1f946/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/a5572b69-d24c-4c09-af3c-2c3ea4400bc0/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/472b9583-5250-49ce-add2-d28784cab573/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/9967ddde-89bc-48cf-8813-ddc56a6c502a/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/eba3864c-af96-4fd7-83cd-ac16ddacad51/C-41ab.jpeg']",INNOCENT
28,VTUBER,"VTUBER, ELAINE, CHLOE, CECILIA, RIMU, CHIARA, MARIN, LEO, REYNARD, LILY",Re:Memories,AB-21/AB-22,CF18,https://www.facebook.com/rememories.id,https://www.instagram.com/rememories.id/,https://twitter.com/Rememories_id,https://rememories.id/,['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d21e3eb7-6ab5-474d-8ab0-25cabb9125b6/e3602c3a-07bd-4396-a8a7-a34cf736a2e7/AB-21/AB-22.jpg'],LEO
556,HAZBIN HOTEL,"ENSTARS, GENSHIN, COD, SPIDERVERSE, NIJISANJI, FNAF, MCYT, LOVEJOY",Telephone Booth,F-49ab,CF18,,https://www.instagram.com/spoiled.milk14?igsh=OXNmeTV2YWxxZGY5,https://twitter.com/fishfish1317?t=em2pl0vw03fW3KUqdTZFng&s=09,,,LOVEJOY
447,PROJECT SEKAI,"GENSHIN, HSR, HAZBIN HOTEL, ATEEZ, ORIGINAL/MISC (BEADED ACCESSORIES/JEWELRIES), VOCALOID, LOL (HEARTSTEEL, KDA, LOVESTRUCK), ACE ATTORNEY, PLAVE, GINTAMA, GOOD OMENS, ORV, VNC, BSD, NANA",Maap OOT Bentar,E-28ab/E-29ab,CF18,,https://www.instagram.com/maapoot,https://twitter.com/MaapOot,,,LOVESTRUCK\)
192,ORIGINAL DOUJIN,"ORIGINAL KOMIK, ORIGINAL MERCH, BNHA, MANY YOU CAN SEE HERE",Father (Ngomik Bareng),B-13a (SUN),CF18,https://www.facebook.com/profile.php?id=61557614544816,,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/9fec50fb-ae85-44a8-b62c-cb6d4ad000bd/c25835fa-55d2-43b6-9eeb-738fcc3dc6e0/B-13a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/9fec50fb-ae85-44a8-b62c-cb6d4ad000bd/7eb2b753-db28-4254-8612-f8ae76f71e0c/B-13a (SUN).png']",MANY YOU CAN SEE HERE
46,VTUBER,"VIRTUAL YOUTUBER, SENA, YUTA, NANA, AYA, MARI, SENKA, MIKA",YumeLive,AB-30/AB-31,CF17,https://facebook.com/yumelive.ent,https://instagram.com/yumelive_ent,https://twitter.com/yumelive_ent,https://youtube.com/@yumelive_ent,,MARI
221,YURI,"LOVE LIVE! HASUNOSORA, UMA MUSUME ROAD TO THE TOP, REVUE STARLIGHT, GUNDAM: WITCH FROM MERCURY, WATANARE, BANG DREAM! IT'S MYGO!!!!!, YAGATE KIMI NI NARU,  HIKIKOMARI, LYCORIS RECOIL, FLOWERS, BOCCHI THE ROCK, ",Gerobak x Lilypop,A-21ab,CF17,https://www.facebook.com/Lilypopmagz,,https://twitter.com/rienz_zy,,,MARI
28,VTUBER,"VTUBER, ELAINE, CHLOE, CECILIA, RIMU, CHIARA, MARIN, LEO, REYNARD, LILY",Re:Memories,AB-21/AB-22,CF18,https://www.facebook.com/rememories.id,https://www.instagram.com/rememories.id/,https://twitter.com/Rememories_id,https://rememories.id/,['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d21e3eb7-6ab5-474d-8ab0-25cabb9125b6/e3602c3a-07bd-4396-a8a7-a34cf736a2e7/AB-21/AB-22.jpg'],MARI
666,HONKAI STAR RAIL,"PERSONA 3, ENSEMBLE STARS, NIJISANJI, SUZUME NO TOJIMARI, IRUMA, KUSURIYA NO HITORIGOTO, MISTERIOUS JOKER, UMARU-CHAN",Di Sini Nganggur,H-12b,CF18,-,https://www.instagram.com/lemoniale23?igsh=MWJpNmMycmw3eXprYw==,https://x.com/lemoniale23?t=NdtAuAEwDRkpI7FoVufNaw&s=09,,,MARI
713,GENSHIN IMPACT,"POKEMON, GHIBLI, SUPER MARIO BROS, CHAINSAWMAN, ONE PIECE, PLANT VS ZOMBIE, FINAL FANTASY, THE MASTERFUL CAT",Lan's Craft x Stellary Harp,H-51a,CF18,,https://www.instagram.com/lanscraft_/ ,,https://www.instagram.com/stellaryharp,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2d017ce0-b8ab-4b9a-a3fb-9d3f3e6aef17/53b316f2-f181-46de-881a-ae2cb4dd59bd/H-51a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2d017ce0-b8ab-4b9a-a3fb-9d3f3e6aef17/3eb43ef9-c9f5-4cdc-917b-19615f4be02a/H-51a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2d017ce0-b8ab-4b9a-a3fb-9d3f3e6aef17/2409577a-2368-4848-af15-f7df44eed369/H-51a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2d017ce0-b8ab-4b9a-a3fb-9d3f3e6aef17/d3272f69-2212-4d8a-a08b-9a4861950da9/H-51a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2d017ce0-b8ab-4b9a-a3fb-9d3f3e6aef17/f9e0e6ce-ea33-458c-985a-d80b9699914b/H-51a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2d017ce0-b8ab-4b9a-a3fb-9d3f3e6aef17/432c538a-d83e-41b6-af69-79d9c2346377/H-51a.png']",MARI
28,VTUBER,"VTUBER, ELAINE, CHLOE, CECILIA, RIMU, CHIARA, MARIN, LEO, REYNARD, LILY",Re:Memories,AB-21/AB-22,CF18,https://www.facebook.com/rememories.id,https://www.instagram.com/rememories.id/,https://twitter.com/Rememories_id,https://rememories.id/,['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d21e3eb7-6ab5-474d-8ab0-25cabb9125b6/e3602c3a-07bd-4396-a8a7-a34cf736a2e7/AB-21/AB-22.jpg'],MARIN
46,VTUBER,"VIRTUAL YOUTUBER, SENA, YUTA, NANA, AYA, MARI, SENKA, MIKA",YumeLive,AB-30/AB-31,CF17,https://facebook.com/yumelive.ent,https://instagram.com/yumelive_ent,https://twitter.com/yumelive_ent,https://youtube.com/@yumelive_ent,,MIKA
517,TEKKEN,"PERSONA, LOOKISM, CALL OF DUTY, MORTAL KOMBAT, VALO, SPIDERVERSE, REVERSE 1999, JUJUTSU KAISEN, MILKMAN, DEAD PLATE, ORIGINAL, ADVENTURE TIME, SAILOR MOON, NEW JEANS, TOKYO MEW MEW, MADOKA MAGICA, HAIKYUU, GENSHIN, HSR",AADC (Ada Ayangmu Disini Cihuy),F-21ab,CF18,,https://www.instagram.com/circleaadc/,https://twitter.com/circleaadc,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/644853ba-3b6b-4947-941d-571c06984815/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/6c49be04-457e-44c3-8bd5-ec4b4e40dcea/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/e37654dc-69d4-479d-9102-d0cca106350b/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/f74757f4-08f3-41b8-a911-4381c0cf334c/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/d3889be7-c910-4071-89d2-ec0757a85a50/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/078227ab-1371-42cd-802b-32134665c243/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/f91ca165-944d-40f9-8942-82ba46d17941/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/509533a9-1f18-4624-af77-cddf116c1adb/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/5ad8ba3b-f0a5-4dab-ae0b-ff26475c43f8/F-21ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/2f1d4eae-260c-4e86-adec-0b157a66f5d7/6073d152-0355-4575-8bf7-af9c461ca459/F-21ab.png']",MILKMAN
659,ENSEMBLE STARS,"ORV, HSR, LIMBUS COMPANY, SPIDERVERSE, MRS, TOUKEN RANBU, HAIKYUU, VERSUS AMBIVALENZ, IDENTITY V",Now In Orbit,G-25a,CF17,,,,,,MRS
342,ZETA,"ZETA, KAFKA, NINO, HOLO, GOTOBUN, HONKAI (FANDOM)",OKIDOKI Production X ANINDOSTA,C-31a (SAT),CF17,https://www.facebook.com/thisokidoki,https://www.instagram.com/okidoki.production,https://x.com/okidoki_circle,https://okidoki.biz.id,,NINO
120,GENSHIN IMPACT,"RI_KOMIK - ORIGINAL, ARKNIGHTS, CHAINSAW MAN,BOCCHI THE ROCK, SCOTT PILGRIM: TAKES OFF, EVANGELION, VOCALOID, ONE PIECE.",nyoret bareng!,AD-20,CF17,https://www.facebook.com/61550342821591,https://www.instagram.com/nyoba.art/,,,,OFF
261,ORIGINAL WORKS,"OMORI, OFF, PROJECT MOON, LITTLE NIGHTMARE, MADFATHER, IB, WITCH HOUSE, MOB PYSCHO 100",Zonohedron,B-26ab,CF17,https://www.facebook.com/profile.php?id=1866532639,https://instagram.com/zonohedron_,,,,OFF
726,GENSHIN,"BOCCHI THE ROCK!, HOLOLIVE, HONKAI IMPACT, HONKAI STAR RAIL, ARKNIGHTS, PROJECT SEKAI, CHAINSAWMAN, JUJUTSU KAISEN, OSHI NO KO, EIGHTY SIX, WITCH HAT ATELIER, JIBAKU SHOUNEN HANAKO-KUN, SPY × FAMILY, MILGRAM, ENSEMBLE STARS, PUELLA MADOKA MAGICA, DEMON SLAYER, HEAVEN OFFICIAL'S BLESSINGS",nekoaffu,H-07ab,CF17,,https://instagram.com/kuroloafuu?igshid=ZDc4ODBmNjlmNQ==,https://twitter.com/nomajuu_?t=62RSqHumWmqIrMV8oaE_nw&s=9,,,OFF
830,GENSHIN IMPACT,"OVERWATCH, HEAVEN OFFICIAL'S BLESSING, NIJISANJI",Endorsement Level 5,I-36ab,CF17,,https://instagram.com/perdizzion,https://twitter.com/perdizzion,,,OFF
937,GENSHIN IMPACT,"NIJISANJI (EN & JP), HONKAI STAR RAIL (HSR), HEAVEN OFFICIAL BLESSING (TGCF)",Seriji,K-13a (SUN),CF17,,https://instagram.com/tudung.sajii?igshid=MzRlODBiNWFlZA==,https://twitter.com/boocenotome?s=9,https://twitter.com/xxaf__,,OFF
199,"ORIGINAL (CAT, FOOD, ETC)",HEAVEN OFFICIAL BLESSINGS,LOEXIA,B-15a,CF18,,https://www.instagram.com/loe.xia,,,,OFF
246,JUJUTSU KAISEN,"HEAVEN OFFICIAL'S BLESSING, THE HUSKY AND HIS WHITE CAT SHIZUN, KIMETSU NO YAIBA, GHIBLI, OMNISCENT READER VIEWPOINT, GENSHIN IMPACT, HONKAI STAR RAIL,",Spbaro,B-58ab (SUN),CF18,,https://www.instagram.com/hoshimisu?igsh=NGxjbjBiZDFhZmox,,,,OFF
332,FRIEREN,"GENSHIN IMPACT, DUNGEON MESHI, HEAVEN OFFICIAL'S BLESSING, HONKAI STAR RAIL, SATOSHI KON, ORIGINALS",Sonaré,D-05a (SAT),CF18,-,https://www.instagram.com/tirtarts/,https://twitter.com/tirtarts,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/52f8a926-a10f-4339-973d-5a46cbdedbb6/46f54858-3da3-47f5-a4a8-17d4899be198/D-05a (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/52f8a926-a10f-4339-973d-5a46cbdedbb6/0ec08ac4-205f-47e5-95ac-0df79cb5a7e6/D-05a (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/52f8a926-a10f-4339-973d-5a46cbdedbb6/01b4acfc-03bc-4314-8ae5-27ed5c15787c/D-05a (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/52f8a926-a10f-4339-973d-5a46cbdedbb6/f5ec3aac-4d05-4f5e-a9a5-fb7beb38ec22/D-05a (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/52f8a926-a10f-4339-973d-5a46cbdedbb6/bae301b1-5a04-47df-9141-2c33df65c9be/D-05a (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/52f8a926-a10f-4339-973d-5a46cbdedbb6/05741440-203c-4d79-99d6-6a3cfce9ac64/D-05a (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/52f8a926-a10f-4339-973d-5a46cbdedbb6/8a287ce3-bb73-46ac-8328-d31cbb67f48d/D-05a (SAT).png']",OFF
382,GHIBLI,"WINTER AND COFFEE ORIGINAL WORKS, ONE PIECE, NARUTO, 90S ANIMES, JUJUTSU KAISEN, GHIBLI",Winter and coffeee,D-40ab,CF18,,https://Instagram.com/winter.coffeee,,,,OFF
569,OMNISCIENT READER’S VIEWPOINT,"GENSHIN IMPACT, VTUBER, HEAVEN OFFICIAL BLESSING, FRIEREN",Gaspol,F-59b (SAT),CF18,,fio_hori_,,,,OFF
832,HONKAI: STAR RAIL,"GI, OM!, LCB, POKÉ, BG3, COD, DDLC, A3!, THE RAVAGES OF TIME",Magic Hatch,J-16ab,CF18,https://www.facebook.com/magichatchcircle,https://www.instagram.com/magichatchcircle/,https://twitter.com/Magic_Hatch,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/de2f68ab-1c0d-42ad-926e-56a3bfd64402/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/d35cfcab-446f-47fe-97e2-8f63a4d900de/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/0f3bdb12-0958-444d-b6e3-a69d55c46b01/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/ae18ac06-f2da-4e0c-b22a-37ea080eacc2/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/cd53dae3-1f6e-4b2a-bcd2-5a56b42c0b21/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/e81f0c36-baa2-4b7f-97dd-748fb4e6fc7f/J-16ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/19baf911-f1d9-4588-a571-325fbf60728f/748c283f-5b29-4279-8bd7-7ea78d3d8bee/J-16ab.png']",OM!
958,VTUBER (NIJI+HOLO),"SANRIO, ⁠GHIBLI, ⁠LANA DEL REY, ⁠MELANIE ,PERFUME EDT, JUJUTSU, GENSHIN, KPOP SEVENTEEN, ⁠K-POP NEWJEANS , KPOP ENHYPEN, FRIEREN, HAIKYUU, HSR, APOTHECARY DIARY",Kasi murah,K-45a,CF18,,https://www.instagram.com/nyxs._.lair?igsh=MWF0NGV2NGc5NDZxZg==,,,,PERFUME EDT
245,ORIGINAL,"POTN, 19DAYS, JINX, JUJUTSU,",Tahu rasa mawar & friends,B-57ab,CF18,https://www.facebook.com/tahurasamawar,https://www.instagram.com/tahurasamawar/,https://twitter.com/tahurasamawar,,,POTN
296,JJK,"HSR, BSD, SOUTH PARK, EVANGELION, PJSK, REGRETEVATOR, EVADE, MADOMAGI, NSO, MURDER DRONE, PRESSURE, KINITOPET, BLACK BUTLER, INNOCENT, BG3, FF7, CASTLEVANIA",KWFA,C-41ab,CF18,,https://www.instagram.com/lem0n_003?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://x.com/maple_lumo?t=P5i0crn0Px4lRxirLD2oCw&s=09,https://www.tiktok.com/@re1_.ka?_t=8lvn9Wyhr0C&_r=1,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/36c60061-9472-4bea-9c36-3f4672db6e4a/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/b3c50559-2307-415a-a6ba-3131e46f22f0/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/7f5e9349-fc18-4a59-af3f-c11d7fc1ff14/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/711dd8f6-45d8-4e0f-9352-058507b1f946/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/a5572b69-d24c-4c09-af3c-2c3ea4400bc0/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/472b9583-5250-49ce-add2-d28784cab573/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/9967ddde-89bc-48cf-8813-ddc56a6c502a/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/eba3864c-af96-4fd7-83cd-ac16ddacad51/C-41ab.jpeg']",PRESSURE
625,SPLATOON,"VOCALOID , HATSUNE MIKU , FURRY , BLUEY , DELTARUNE , ENSTARS , PRIDE , THE OWL HOUSE , SPLATOON , FIVE NIGHTS AT FREDDY’S (FNAF) , POKEMON , ORIGINALS",Caviimart,F-59ab (SUN),CF17,,https://instagram.com/caviimart?igshid=MmVlMjlkMTBhMg%3D%3D&utm_source=qr,,,,PRIDE
955,GENSHIN IMPACT,"LOVE LIVE, IDOL PRIDE",Meduru Circle,K-18a (SAT),CF17,,,,,,PRIDE
492,VTUBER,"CONTENT CREATOR, VIRTUAL YOUTUBER, VALORANT, MADELTA, RAVEANNE, RISOTTO GAMBINO, ASAKURA SUCCUBUS, NANAMI AERITHIA",Vtuber Bukan?,E-16ab,CF17,https://www.facebook.com/MadeltaChannel,https://www.instagram.com/madeltangapung/,https://twitter.com/madeltangapung,,,RAVEANNE
75,OMNISCIENT READER VIEWPOINT,"HONKAI STAR RAIL, GENSHIN IMPACT",nananasleep,AC-19,CF17,,https://www.instagram.com/parapurishop/,https://twitter.com/cowracked,,,RE
86,FIRE EMBLEM,"ORIGINAL CHARACTERS, ONE PIECE, GENSHIN IMPACT, HONKAI STAR RAIL, K-POP (STRAY KIDS, XDINARY HEROES, BLACKPINK, NEW JEANS)",Lindung Cah Fumak,AC-32,CF17,,https://www.instagram.com/portalane.prod/,https://twitter.com/rayeshow,https://portalane-shop.carrd.co/,,RE
126,"ORIGINAL LOCAL BRAND, GAME, COMIC, APPAREL",-,Khayalan Arts,AD-29/AD-30,CF17,,https://www.instagram.com/khayalan_arts/,https://twitter.com/Khayalan_arts,,,RE
131,"POKEMON, GHIBLI, RETRO ANIME",ORIGINAL,@ashionglee and friends,AD-36,CF17,http://facebook.com/ashionglee,http://instagram.com/ashionglee,,,,RE
165,JOJO BIZARRE ADVENTURE,CHAINSAWMAN,Cuanzaii,AE-29/AE-30,CF17,https://www.facebook.com/cuanzaii/,https://www.instagram.com/cuanzaii/,https://twitter.com/cuanzaii,,,RE
171,OMNISCIENT READER'S VIEWPOINT,"FURRY, ONE PIECE, MY S-CLASS HUNTERS, DANMEI",Semur Pindang Kentang Daging Jamur,AE-40/AE-41,CF17,,,https://twitter.com/atanalerectida,,,RE
198,JOJO'S BIZARRE ADVENTURE,"ONE PIECE, GENSHIN IMPACT, HONKAI STAR RAIL, BERSERK, ORIGINAL",Warung Pecel,AF-25,CF17,https://www.facebook.com/with.Dis.Is.LeLe,https://www.instagram.com/dis.is.lele,https://www.twitter.com/DisIsLeLe,,,RE
237,RETRO & VINTAGE MERCH,"FOOD MERCH, CAT MERCH, DANMEI MERCH",LOEXIA,B-07ab,CF17,,https://instagram.com/loexia.studio?igshid=MzNlNGNkZWQ4Mg==,,,,RE
238,TAROT READING,-,Enigma Tarot,B-08a,CF17,,https://www.instagram.com/enigmatarot1/,,,,RE
239,TAROT READING,-,Miss Meong,B-08b,CF17,,https://instagram.com/_missmeoong,,,,RE
244,CAT RELATED FANDOM,-,Aricato,B-11a,CF17,,https://www.instagram.com/aricato.id/,,https://www.tiktok.com/@aricato.id,,RE
259,"ORIGINAL ART AND CRAFT (RESIN,CLAY, CROCHET)",HONKAI STAR RAIL,craftelier corner,B-24ab,CF17,https://www.facebook.com/crafteliercorner/,https://www.instagram.com/craftelier_corner,,,,RE
380,RETRO SHOUJO MANGA / ANIME,"ORIGINAL, OTOME GAMES, TRPG","Badfatcat, inc!",C-60ab,CF17,,https://www.instagram.com/bakashironeko/,https://twitter.com/benchudraws,,,RE
412,JOJO BIZARE ADVENTURE,CHAINSAWMAN,Psychology Tarrot Forecaster,D-22b (SUN),CF17,,https://www.instagram.com/ryco_cho/,,,,RE
424,JOJO'S BIZARRE ADVENTURE,"GENSHIN IMPACT, TWISTED WONDERLAND, FGO, BLUE LOCK, ORIGINAL WORKS",DPJ,D-34a,CF17,,https://instagram.com/dpjsirkel?igshid=OGQ5ZDc2ODk2ZA==,https://twitter.com/dpjsirkel?t=56zFyUsMvLJtV7GHNouZJw&s=9,,,RE
435,TOKYO REVENGERS,"SPIDERVERSE, CYBERPUNK, CHAINSAW MAN, YU YU HAKUSHO, FIRE FORCE, BTS, SEVENTEEN",evortni,D-42ab,CF17,,https://www.instagram.com/lupicut/,,,,RE
442,IDOLMASTER CINDERELLA GIRLS,"ORIGINAL, GRANBLUE FANTASY",Nasi Merah,D-46ab (SAT),CF17,,,,,,RE
444,REVUE STARLIGHT,"SAKURAZAKA46, HINATAZAKA46, NOGIZAKA46, HOLOLIVE, YURI, GL",Budak Idol,D-47a,CF17,,,https://twitter.com/krgmrn_8,,,RE
538,NEEDY STREAMER OVERLOAD,"TWISTED WONDERLAND, LOVE LIVE NIJIGASAKI",Happiness Dose,E-49a (SAT),CF17,,https://www.instagram.com/churiosity_/?hl=id,https://twitter.com/churiosity,,,RE
585,ANIME (PRETTY CURE),"GAME (HOYOVERSE), GHIBLI, OMORI, NIJISANJI EX-ID & EN, PRETTY CURE, GFRIEND, TREASURE, BTS, VIVIZ, SPIDERVERSE",PAWra PAWncari Cuan,F-27ab (SAT),CF17,,https://www.instagram.com/marshmalloweeny/,https://twitter.com/Marshmalloweeny,,,RE
597,SKY CHILDREN OF THE LIGHT,"GHIBLI, THE AMAZING DIGITAL CIRCUS, CAT MEMES",gib moni,F-34b (SUN),CF17,,https://instagram.com/gib.moni?igshid=ZDc4ODBmNjlmNQ==,,,,RE
615,RESIDENT EVIL,"HONKAI STAR RAIL, GENSHIN. HARVEST MOON, ACE ATTORNEY",nyanpaw studio,F-54b,CF17,,,,,,RE
621,RESIDENT EVIL,"LINK CLICK, NIJISANJI, BLUE PERIOD, ORIGINAL, SKIP TO LOAFER",notre atelier,F-58a (SUN),CF17,,https://www.instagram.com/notreatelier.catalog/,,,,RE
694,OMNISCIENT READER'S VIEWPOINT,"BLUE LOCK, MORIARTY THE PATRIOT, AMPHIBIA, THE OWL HOUSE, PROJECT SEKAI, ENSEMBLE STARS, TEARS OF THEMIS, TGCF",estrellarts,G-46b (SAT),CF17,,https://instagram.com/estrell.arts/,https://twitter.com/bubblmoonl1ght,https://twitter.com/rosaricx,,RE
